placeType,scenario,order,speaker,korean,english,romanization,vocabulary
elementary,2. School Events (학교 행사),6,Customer,오전 10시요.,10 AM.,Ojeon yeolsiyo.,
elementary,2. School Events (학교 행사),7,Staff,카메라 가져가도 돼요?,Can I bring a camera?,Kamera gajyeogado dwaeyo?,
elementary,2. School Events (학교 행사),8,Customer,네 괜찮아요.,Yes that's fine.,Ne gwaenchanayo.,
highschool,1. School Visit (학교 방문),1,Staff,학교 투어 할 수 있어요?,Can I tour the school?,Hakgyo tueo hal su isseoyo?,
highschool,1. School Visit (학교 방문),2,Customer,네 예약하셨어요?,Yes did you make a reservation?,Ne yeyakhasyeosseoyo?,
highschool,1. School Visit (학교 방문),3,Staff,네 오늘 오후 2시요.,Yes today at 2 PM.,Ne oneul ohu du-siyo.,
highschool,1. School Visit (학교 방문),4,Customer,교무실에서 대기해 주세요.,Please wait at the office.,Gyomusil-eseo daegihae juseyo.,
highschool,1. School Visit (학교 방문),5,Staff,시설 구경도 가능해요?,Can I see the facilities?,Siseol gugyeongdo ganeunghaeyo?,
highschool,1. School Visit (학교 방문),6,Customer,네 안내해 드릴게요.,Yes I'll show you around.,Ne annaehae deurilgeyo.,
highschool,1. School Visit (학교 방문),7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
highschool,1. School Visit (학교 방문),8,Customer,이쪽으로 오세요.,Please come this way.,Ijjogeuro oseyo.,
highschool,1. highinquiry,1,Staff,특수 프로그램이 있어요?,Are there special programs?,Teuksu peurogeuraem-i isseoyo?,
highschool,1. highinquiry,2,Customer,네 국제반이 있어요.,Yes there's an international class.,Ne gukjeban-i isseoyo.,
highschool,1. highinquiry,3,Staff,영어로 수업해요?,Are classes in English?,Yeongeoro sueopaeyo?,
highschool,1. highinquiry,4,Customer,일부 과목은요.,Some subjects are.,Ilbu gwamok-eunyo.,
highschool,1. highinquiry,5,Staff,대학 진학률이 어때요?,What's the university admission rate?,Daehak jinhangnyuri eottaeyo?,
highschool,1. highinquiry,6,Customer,작년에 90%였어요.,It was 90% last year.,Jaknyeone gusip-peosenteu-yeosseoyo.,
highschool,1. highinquiry,7,Staff,좋네요.,That's good.,Joeunneyo.,
highschool,1. highinquiry,8,Customer,더 궁금한 거 있으세요?,Any other questions?,Deo gunggeumhan geo isseuseyo?,
highschool,2. School Events (학교 행사),1,Staff,체육대회가 언제예요?,When is the sports day?,Cheyukdaehoe-ga eonjeyeyo?,
highschool,2. School Events (학교 행사),2,Customer,이번 주 금요일이요.,This Friday.,Ibeon ju geumyoil-iyo.,
highschool,2. School Events (학교 행사),3,Staff,어디서 해요?,Where is it held?,Eodiseo haeyo?,
highschool,2. School Events (학교 행사),4,Customer,운동장에서요.,At the sports field.,Undongjang-eseoyo.,
highschool,2. School Events (학교 행사),5,Staff,관람 가능해요?,Can I watch?,Gwallam ganeunghaeyo?,
highschool,2. School Events (학교 행사),6,Customer,네 가족은 환영해요.,Yes family is welcome.,Ne gajogeun hwanyeonghaeyo.,
highschool,2. School Events (학교 행사),7,Staff,몇 시에 끝나요?,What time does it end?,Myeot si-e kkeunayo?,
highschool,2. School Events (학교 행사),8,Customer,오후 4시쯤이요.,Around 4 PM.,Ohu ne-sijjeum-iyo.,
university,1. unicampus,1,Staff,캠퍼스 투어 할 수 있어요?,Can I take a campus tour?,Kaempeoseu tueo hal su isseoyo?,
university,1. unicampus,2,Customer,네 입학처에서 신청하세요.,Yes apply at the admissions office.,Ne iphakcheoseo sincheongaseyo.,
university,1. unicampus,3,Staff,영어 투어 있어요?,Is there an English tour?,Yeongeo tueo isseoyo?,
university,1. unicampus,4,Customer,네 매주 화요일이요.,Yes every Tuesday.,Ne maeju hwayoil-iyo.,
university,1. unicampus,5,Staff,도서관 볼 수 있어요?,Can I see the library?,Doseogwan bol su isseoyo?,
university,1. unicampus,6,Customer,네 투어에 포함돼요.,Yes it's included in the tour.,Ne tueoe pohamdwaeyo.,
university,1. unicampus,7,Staff,학생 식당도요?,The student cafeteria too?,Haksaeng sikdangdoyo?,
university,1. unicampus,8,Customer,네 모든 시설 보여드려요.,Yes we show all facilities.,Ne modeun siseol boyeodeuryeoyo.,
university,1. uniinquiry,1,Staff,외국인 입학 조건이 뭐예요?,What are the requirements for foreign students?,Oegugin iphak jogeon-i mwoyeyo?,
university,1. uniinquiry,2,Customer,토픽 4급 이상이요.,TOPIK level 4 or above.,Topik sa-geup isang-iyo.,
university,1. uniinquiry,3,Staff,장학금 있어요?,Are there scholarships?,Janghakgeum isseoyo?,
university,1. uniinquiry,4,Customer,네 성적 우수자에게요.,Yes for excellent students.,Ne seongjeok usuja-ege-yo.,
university,1. uniinquiry,5,Staff,기숙사 있어요?,Is there a dormitory?,Gisuksa isseoyo?,
university,1. uniinquiry,6,Customer,네 외국인 전용 기숙사 있어요.,Yes there's a dorm for foreigners.,Ne oegugin jeonyong gisuksa isseoyo.,
university,1. uniinquiry,7,Staff,학비가 얼마예요?,How much is tuition?,Hakbi-ga eolmayeyo?,
university,1. uniinquiry,8,Customer,전공마다 달라요. 여기 안내서요.,It varies by major. Here's a guide.,Jeongongmada dallayo. Yeogi annae-seoyo.,
university,1. unitour,1,Staff,오늘 가이드 투어 있어요?,Is there a guided tour today?,Oneul gaideu tueo isseoyo?,
university,1. unitour,2,Customer,네 오후 1시에 시작해요.,Yes it starts at 1 PM.,Ne ohu han-sie sijakae-yo.,
university,1. unitour,3,Staff,어디서 모여요?,Where do we meet?,Eodiseo moyeoyo?,
university,1. unitour,4,Customer,정문 앞 안내소요.,At the information center in front of the main gate.,Jeongmun ap annaesoyo.,
university,1. unitour,5,Staff,얼마나 걸려요?,How long does it take?,Eolmana geollyeoyo?,
university,1. unitour,6,Customer,약 2시간이요.,About 2 hours.,Yak du-sigan-iyo.,
university,1. unitour,7,Staff,무료예요?,Is it free?,Muryoyeyo?,
university,1. unitour,8,Customer,네 무료예요.,Yes it's free.,Ne muryoyeyo.,
oldtown,1. oldtour,1,Staff,한옥마을 투어 있어요?,Are there Hanok Village tours?,Hanongmaeul tueo isseoyo?,
oldtown,1. oldtour,2,Customer,네 여러 코스 있어요.,Yes there are several courses.,Ne yeoreo koseu isseoyo.,
oldtown,1. oldtour,3,Staff,추천 코스가 뭐예요?,What course do you recommend?,Chucheon koseu-ga mwoyeyo?,
oldtown,1. oldtour,4,Customer,전통 체험 코스요.,The traditional experience course.,Jeontong cheheom koseu-yo.,
oldtown,1. oldtour,5,Staff,얼마나 걸려요?,How long does it take?,Eolmana geollyeoyo?,
oldtown,1. oldtour,6,Customer,약 3시간이요.,About 3 hours.,Yak se-sigan-iyo.,
oldtown,1. oldtour,7,Staff,가이드가 있어요?,Is there a guide?,Gaideuga isseoyo?,
oldtown,1. oldtour,8,Customer,네 영어 가이드도 있어요.,Yes there's an English guide too.,Ne yeongeo gaideudo isseoyo.,
oldtown,1. oldexp,1,Staff,한복 체험 하고 싶어요.,I want to try wearing hanbok.,Hanbok cheheom hago sipeoyo.,
oldtown,1. oldexp,2,Customer,여기서 대여 가능해요.,You can rent here.,Yeogiseo daeyo ganeunghaeyo.,
oldtown,1. oldexp,3,Staff,1시간에 얼마예요?,How much for an hour?,Han-sigane eolmayeyo?,
oldtown,1. oldexp,4,Customer,1시간 15000원이요.,15,Han-sigan man-ocheon-won-iyo.,
oldtown,1. oldexp,5,Staff,사진도 찍어줘요?,Do you take photos too?,Sajindo jjigeojwoyo?,
oldtown,1. oldexp,6,Customer,네 추가 비용 있어요.,Yes for an additional fee.,Ne chuga biyong isseoyo.,
oldtown,1. oldexp,7,Staff,머리도 해줘요?,Do you do hair styling too?,Meorido haejwoyo?,
oldtown,1. oldexp,8,Customer,네 전통 머리 5000원이요.,Yes traditional hair styling is 5,Ne jeontong meori ocheon-won-iyo.,
oldtown,1. oldphoto,1,Staff,사진 찍기 좋은 곳 어디예요?,Where's a good photo spot?,Sajin jjikgi joeun got eodiyeyo?,
oldtown,1. oldphoto,2,Customer,경회루가 제일 유명해요.,Gyeonghoeru is the most famous.,Gyeonghoerunga jeil yumyeonghaeyo.,
oldtown,1. oldphoto,3,Staff,어디로 가요?,How do I get there?,Eodiro gayo?,
oldtown,1. oldphoto,4,Customer,이 길 따라 직진하세요.,Go straight along this path.,I gil ttara jikjinhaseyo.,
oldtown,1. oldphoto,5,Staff,일몰 때 예뻐요?,Is it pretty at sunset?,Ilmol ttae yeppeoyo?,
oldtown,1. oldphoto,6,Customer,네 정말 아름다워요.,Yes it's really beautiful.,Ne jeongmal areumdawoyo.,
oldtown,1. oldphoto,7,Staff,삼각대 써도 돼요?,Can I use a tripod?,Samgakdae sseodo dwaeyo?,
oldtown,1. oldphoto,8,Customer,네 괜찮아요.,Yes that's fine.,Ne gwaenchanayo.,
